frame,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,Pitch,Roll,Yaw,anger,disgust,fear,happiness,sadness,surprise,neutral,input
0,226.26822,22.834562,338.04562,466.4698,0.99922717,228.6615010201931,231.82737454771996,240.16056729853153,250.6492384970188,267.3127200603485,291.72422963380814,320.4582150578499,355.14677435159683,394.4199988245964,433.9387391805649,465.68960189819336,491.4255372285843,512.3869140148163,528.5122413635254,539.2792943716049,546.0964589118958,548.9546601772308,259.55337274074554,280.30729338526726,312.01983016729355,342.35887068510056,368.5725643634796,418.32777190208435,443.96463453769684,471.2542736530304,500.09739875793457,520.3854732513428,396.5652711391449,397.2235939502716,398.12988889217377,398.96089923381805,354.2471584677696,373.83608561754227,395.8262914419174,416.0740737915039,432.26398956775665,289.3116497993469,307.6332982778549,327.1297954916954,345.43366944789886,325.6334202885628,306.0270453095436,438.35913825035095,457.10420513153076,475.6742613315582,492.8248482942581,477.0344902276993,458.3061693906784,322.7271225452423,345.3943694829941,373.75753408670425,394.0809519290924,417.50155305862427,442.6951779127121,460.7213990688324,446.4818892478943,422.5752898454666,397.0476394891739,373.2362045645714,344.9412099123001,332.2666082382202,372.0743509531021,392.9124313592911,416.16992795467377,451.6198514699936,422.93107068538666,397.72336173057556,374.80068922042847,193.80049264431,238.9312026500702,283.10191905498505,327.13244783878326,368.54706060886383,407.96185207366943,443.5996603965759,472.3178677558899,481.0214548110962,473.99305295944214,447.0325994491577,412.1519446372986,373.26109623908997,331.349280834198,289.2825645208359,246.23728150129318,203.49625861644745,181.8760508298874,163.63381296396255,162.25917327404022,172.73227512836456,190.94156539440155,197.11438232660294,181.96598821878433,173.58258455991745,173.90932601690292,189.3745397925377,207.59514331817627,239.71086168289185,272.1110692024231,304.48330211639404,299.8657740354538,310.64754033088684,319.07455146312714,311.25218868255615,302.0494872331619,197.7316507101059,192.04662281274796,194.20060694217682,205.17819547653198,205.31284141540527,203.98681849241257,208.93093073368073,199.74104291200638,199.5348874926567,206.67340910434723,210.55757176876068,210.5888375043869,355.2172336578369,339.48318779468536,334.06978702545166,338.91154754161835,334.18088686466217,339.72082674503326,355.89857017993927,392.6778198480606,411.15751516819,414.82872235774994,411.7433605194092,393.21199929714203,356.6899175643921,342.39426493644714,345.0519976615906,341.8901654481888,357.35387885570526,391.7687177658081,396.0405077934265,392.9128452539444,0.33428060354851113,0.28382255979474297,0.5901010449636119,0.05113032398497632,0.7822456660438085,0.8068368157941954,0.5982207318722218,0.9426066832824325,0.40506355210882394,0.7967050546941505,0.6283326460507048,0.34759871317362784,0.2027887424996134,0.29628992636409585,0.2565336627833568,0.03218825633791308,0.965362078236258,0.7358981136909973,0.09032282414255609,0.19505248471852518,-3.243695699084853,0.7392682117503142,-0.557471018162599,0.9983051,0.00027114907,0.00040975376,2.389997e-06,0.00068446074,0.00032523897,2.0362195e-06,C:\Users\manoj_jn\hr-little-api\Computer-Vision\newstart\py-feat-main\py-feat-main\feat\tests\data\angry_face.jpg
